RECORDING_SESSION_LABEL	TRIAL_INDEX	DATA_FILE	EYE_REPORTED	EYE_TRACKED	GROUPING_VARIABLES	IA_AREA	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME_%	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION_%	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_LAUNCH_X	IA_FIRST_RUN_LAUNCH_Y	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION_%	IA_FIXATION_COUNT	IA_FSA_COUNT_21	IA_FSA_COUNT_22	IA_FSA_DURATION_21	IA_FSA_DURATION_22	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LAST_FIXATION_DURATION	IA_LAST_FIXATION_RUN	IA_LAST_FIXATION_TIME	IA_LAST_FIXATION_X	IA_LAST_FIXATION_Y	IA_LAST_RUN_DWELL_TIME	IA_LAST_RUN_END_TIME	IA_LAST_RUN_FIXATION_%	IA_LAST_RUN_FIXATION_COUNT	IA_LAST_RUN_LANDING_POSITION	IA_LAST_RUN_LAUNCH_SITE	IA_LAST_RUN_LAUNCH_X	IA_LAST_RUN_LAUNCH_Y	IA_LAST_RUN_START_TIME	IA_LAST_SACCADE_AMPLITUDE	IA_LAST_SACCADE_ANGLE	IA_LAST_SACCADE_END_TIME	IA_LAST_SACCADE_INDEX	IA_LAST_SACCADE_START_TIME	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_REGRESSION_IN	IA_REGRESSION_IN_COUNT	IA_REGRESSION_OUT	IA_REGRESSION_OUT_COUNT	IA_REGRESSION_OUT_FULL	IA_REGRESSION_OUT_FULL_COUNT	IA_REGRESSION_PATH_DURATION	IA_RIGHT	IA_RUN_COUNT	IA_SECOND_FIXATION_DURATION	IA_SECOND_FIXATION_RUN	IA_SECOND_FIXATION_TIME	IA_SECOND_FIXATION_X	IA_SECOND_FIXATION_Y	IA_SECOND_RUN_DWELL_TIME	IA_SECOND_RUN_END_TIME	IA_SECOND_RUN_FIXATION_%	IA_SECOND_RUN_FIXATION_COUNT	IA_SECOND_RUN_LANDING_POSITION	IA_SECOND_RUN_LAUNCH_SITE	IA_SECOND_RUN_LAUNCH_X	IA_SECOND_RUN_LAUNCH_Y	IA_SECOND_RUN_START_TIME	IA_SELECTIVE_REGRESSION_PATH_DURATION	IA_SKIP	IA_SPILLOVER	IA_START_TIME	IA_THIRD_FIXATION_DURATION	IA_THIRD_FIXATION_RUN	IA_THIRD_FIXATION_TIME	IA_THIRD_FIXATION_X	IA_THIRD_FIXATION_Y	IA_THIRD_RUN_DWELL_TIME	IA_THIRD_RUN_END_TIME	IA_THIRD_RUN_FIXATION_%	IA_THIRD_RUN_FIXATION_COUNT	IA_THIRD_RUN_LANDING_POSITION	IA_THIRD_RUN_LAUNCH_SITE	IA_THIRD_RUN_LAUNCH_X	IA_THIRD_RUN_LAUNCH_Y	IA_THIRD_RUN_START_TIME	IA_TOP	IA_TYPE	INTEREST_AREA_FIXATION_SEQUENCE	IP_END_EVENT_MATCHED	IP_END_TIME	IP_INDEX	IP_LABEL	IP_START_EVENT_MATCHED	IP_START_TIME	REPORTING_METHOD	SAMPLING_RATE	TIME_SCALE	TRIAL_DWELL_TIME	TRIAL_FIXATION_COUNT	TRIAL_IA_COUNT	TRIAL_LABEL	TRIAL_START_TIME	TRIAL_TOTAL_VISITED_IA_COUNT	AG_Audio_LIST	AG_Loc	AG_VIDEO	DISPLAY_ON_TIME	Drift_Check	RT	Session_Name_	Trial_Index_	Trial_Recycled_	__duration__1	audio_file	bg_code	bg_name	calibration	condition	experiment	frame_rate	participant_id	trial_number	version	video_file
268200	3	268200.edf	RIGHT	Binocular	video_file	462400.00	1274.05	1030	18897	0.6926	false	.	513	4	.	.	2	758	0	1183.50	679.30	1	513	1270	0.0130	1	25.50	92.90	1065.10	666.70	758	1.89	-5.65	757	3	737	0.5584	43	4	29	773	13028	.	22	.	IA_continuity_ver1_rightscreen	61	14	30938	1540.70	902.80	10223	30999	0.2338	18	277.80	736.30	421.70	945.40	20287	0.24	-33.96	30937	76	30931	1158	0	0	1472.00	993.00	.	0	0	1	4	1	4	20882	1838	14	149	2	1603	1328.00	548.10	149	1751	0.0130	1	170.00	343.20	814.80	524.60	1603	18897	0	.	.	307	3	2033	1348.70	893.40	307	2339	0.0130	1	190.70	394.00	764.00	708.70	2033	350	RECTANGLE	[0, 22, 0, 22, 21, 22, 0, 21, 22, 0, 22, 21, 0, 22, 21, 22, 0, 21, 22, 0, 22, 0, 22, 0, 22, 0, 22, 0, 22, 21, 22]	true	1070869	1	video_ip	true	1040052	Fixations	1000.00	Trial Relative	27286.00	77	2	Trial: 3	1039870	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	3	False	31000	continuity_ver1_n_contX.wav	(5, 5, 5, 255)	black	calibug64.mp4	cont	continuity	24	subj.19	3	ver1	continuity_ver1_n_cont.mp4
268200	4	268200.edf	RIGHT	Binocular	video_file	28502.10	1138.50	640	564	0.0204	false	.	253	26	.	[22]	3	8802	1	693.60	620.90	0	253	9054	0.0130	1	101.60	124.10	467.90	596.50	8802	4.07	-6.89	8801	25	8765	0.0260	2	0	0	0	0	.	21	.	IA_gravity_ver1_apple_control	311	2	11808	733.20	618.20	311	12118	0.0130	1	141.20	28.90	563.10	619.90	11808	2.10	3.08	11807	30	11786	592	0	0	1152.00	1125.00	.	0	0	0	0	0	0	564	783	2	311	2	11808	733.20	618.20	311	12118	0.0130	1	141.20	28.90	563.10	619.90	11808	564	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	450	ELLIPSE	[22, 0, 21, 0, 21, 0, 22, 0, 22, 0, 22, 0, 22, 0]	true	1103152	1	video_ip	true	1073069	Fixations	1000.00	Trial Relative	27626.00	77	2	Trial: 4	1072892	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	4	False	30200	gravity_ver1_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	gravity	24	subj.19	4	ver1	gravity_ver1_n_test.mp4
268200	4	268200.edf	RIGHT	Binocular	video_file	28502.10	944.56	640	5800	0.2099	false	.	43	1	.	.	1	177	0	1025.80	468.80	1	43	219	0.0130	1	41.30	.	.	.	177	.	.	.	.	.	0.2078	16	0	11	0	3915	.	22	.	IA_gravity_ver1_apple_control	311	5	27519	1078.10	603.60	2628	27829	0.1039	8	69.00	-8.50	993.00	587.40	25123	0.94	169.74	27518	71	27504	984	0	0	1189.00	764.00	.	0	0	0	0	0	0	6364	1175	5	832	2	13086	1081.80	611.40	832	13917	0.0130	1	97.30	16.00	968.50	625.60	13086	5800	0	.	.	319	3	16988	1069.30	596.30	1566	18587	0.0390	3	84.80	-59.20	1043.70	642.50	16988	450	ELLIPSE	[22, 0, 21, 0, 21, 0, 22, 0, 22, 0, 22, 0, 22, 0]	true	1103152	1	video_ip	true	1073069	Fixations	1000.00	Trial Relative	27626.00	77	2	Trial: 4	1072892	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	4	False	30200	gravity_ver1_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	gravity	24	subj.19	4	ver1	gravity_ver1_n_test.mp4
268200	5	268200.edf	RIGHT	Binocular	video_file	462400.00	1274.59	1030	15168	0.5348	false	.	143	3	22	[22]	3	724	1	711.30	541.30	0	143	866	0.0175	1	599.30	-1046.80	1158.80	480.20	724	7.11	-178.90	723	2	665	0.5965	34	31	2	14653	516	.	21	.	IA_continuity_ver1_leftscreen	957	3	30045	655.80	945.60	14810	31002	0.5614	32	661.90	-1178.60	1290.60	880.60	15186	0.92	178.74	30044	56	30031	112	0	0	1525.00	897.00	.	1	3	0	0	0	0	143	792	3	215	2	1139	773.60	667.10	215	1353	0.0175	1	661.60	-1050.50	1162.50	623.90	1139	143	1	.	.	157	3	15186	773.90	892.20	14810	31002	0.5614	32	661.90	-1178.60	1290.60	880.60	15186	350	RECTANGLE	[0, 22, 21, 22, 21, 22, 0, 22, 0, 22, 21]	true	1136902	1	video_ip	true	1106085	Fixations	1000.00	Trial Relative	28363.00	57	2	Trial: 5	1105900	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	5	False	31000	continuity_ver1_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	continuity	24	subj.19	5	ver1	continuity_ver1_n_test.mp4
268200	5	268200.edf	RIGHT	Binocular	video_file	462400.00	1145.18	1030	7100	0.2503	false	.	128	2	.	.	2	537	0	1158.80	480.20	1	128	664	0.0175	1	0.80	78.00	1080.00	617.00	537	2.79	52.74	536	1	511	0.1930	11	3	6	515	6100	.	22	.	IA_continuity_ver1_rightscreen	1155	5	13971	1290.60	880.60	6247	15125	0.1228	7	295.20	137.20	1020.80	768.00	8475	3.06	-104.74	13970	24	13841	1158	0	0	1359.00	807.00	.	0	0	1	3	1	3	22268	1838	5	144	2	937	1162.50	623.90	144	1080	0.0175	1	4.50	446.70	711.30	541.30	937	7100	0	.	.	372	3	1415	1215.90	814.10	372	1786	0.0175	1	57.90	384.40	773.60	667.10	1415	350	RECTANGLE	[0, 22, 21, 22, 21, 22, 0, 22, 0, 22, 21]	true	1136902	1	video_ip	true	1106085	Fixations	1000.00	Trial Relative	28363.00	57	2	Trial: 5	1105900	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	5	False	31000	continuity_ver1_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	continuity	24	subj.19	5	ver1	continuity_ver1_n_test.mp4
268200	6	268200.edf	RIGHT	Binocular	video_file	127400.00	1081.12	760	6767	0.1987	false	.	600	2	.	.	2	1189	0	1251.10	644.00	1	600	1788	0.0128	1	111.10	170.30	969.70	586.60	1189	5.36	-13.60	1188	2	1144	0.2051	16	8	4	4274	1468	.	21	.	IA_solidity_ver1_obstacle_near	132	8	39169	1376.30	755.20	132	39301	0.0128	1	236.30	-30.40	1170.40	775.40	39169	3.36	7.21	39168	78	39123	1140	1	1	1222.00	767.00	.	1	3	0	0	0	0	600	1400	8	475	2	2154	1386.10	579.10	667	2850	0.0256	2	246.10	-455.70	1595.70	666.50	2154	600	0	255	.	192	2	2659	1227.60	575.30	427	3930	0.0128	1	196.20	-389.80	1529.80	598.20	3504	270	RECTANGLE	[0, 21, 22, 21, 22, 0, 21, 0, 22, 0, 22, 0, 22, 21, 0, 21, 22, 21, 22, 0, 22, 0, 22, 0, 22, 0, 21, 0, 21]	true	1178234	1	video_ip	true	1139785	Fixations	1000.00	Trial Relative	34056.00	78	2	Trial: 6	1138933	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	6	False	38600	solidity_ver1_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	solidity	24	subj.19	6	ver1	solidity_ver1_n_test.mp4
268200	6	268200.edf	RIGHT	Binocular	video_file	127400.00	1138.94	760	12156	0.3569	false	.	255	3	21	[21]	3	1848	1	1595.70	666.50	1	255	2102	0.0128	1	25.70	318.90	1251.10	644.00	1848	5.56	-6.00	1847	3	1789	0.3974	31	3	21	1001	9008	.	22	.	IA_solidity_ver1_obstacle_far	352	10	37546	1673.20	705.40	1713	37897	0.0641	5	62.80	32.00	1538.00	720.30	36134	0.23	12.45	37545	72	37540	1570	1	1	1393.00	923.00	.	0	0	1	3	1	3	18323	1830	10	211	2	2913	1712.00	638.50	211	3123	0.0128	1	142.00	342.40	1227.60	575.30	2913	12156	0	.	.	162	3	5361	1660.70	740.20	162	5522	0.0128	1	90.70	153.40	1416.60	707.40	5361	270	RECTANGLE	[0, 21, 22, 21, 22, 0, 21, 0, 22, 0, 22, 0, 22, 21, 0, 21, 22, 21, 22, 0, 22, 0, 22, 0, 22, 0, 21, 0, 21]	true	1178234	1	video_ip	true	1139785	Fixations	1000.00	Trial Relative	34056.00	78	2	Trial: 6	1138933	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	6	False	38600	solidity_ver1_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	solidity	24	subj.19	6	ver1	solidity_ver1_n_test.mp4
268200	7	268200.edf	RIGHT	Binocular	video_file	28502.10	999.33	640	11428	0.4036	false	.	368	30	.	[22]	3	11640	1	721.50	547.70	0	3087	14803	0.0882	6	129.50	71.80	520.20	547.80	11640	1.18	-0.42	11639	29	11622	0.3088	21	13	0	6216	0	.	21	.	IA_gravity_ver1_apple_control	435	8	29826	681.20	524.60	3984	30261	0.1324	9	109.00	-166.30	758.30	626.60	26181	0.56	124.01	29825	67	29816	592	0	0	1319.00	733.00	.	0	0	0	0	0	0	11428	783	8	531	1	12026	765.40	573.80	430	15603	0.0147	1	122.20	-179.90	771.90	609.00	15174	11428	1	.	.	1147	1	12573	717.30	559.40	1039	17415	0.0147	1	120.80	-214.90	806.90	617.80	16377	450	ELLIPSE	[22, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21]	true	1210234	1	video_ip	true	1180151	Fixations	1000.00	Trial Relative	28316.00	68	2	Trial: 7	1179973	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	7	False	30200	gravity_ver1_n_contX.wav	(5, 5, 5, 255)	black	calibug64.mp4	cont	gravity	24	subj.19	7	ver1	gravity_ver1_n_cont.mp4
268200	7	268200.edf	RIGHT	Binocular	video_file	28502.10	834.00	640	175	0.0062	false	.	175	1	.	.	1	178	0	1073.00	595.00	1	175	352	0.0147	1	88.50	.	.	.	178	.	.	.	.	.	0.0147	1	0	0	0	0	.	22	.	IA_gravity_ver1_apple_control	175	1	178	1073.00	595.00	175	352	0.0147	1	88.50	.	.	.	178	.	.	.	.	.	984	0	0	834.00	834.00	.	0	0	0	0	0	0	11603	1175	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	175	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	450	ELLIPSE	[22, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21]	true	1210234	1	video_ip	true	1180151	Fixations	1000.00	Trial Relative	28316.00	68	2	Trial: 7	1179973	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	7	False	30200	gravity_ver1_n_contX.wav	(5, 5, 5, 255)	black	calibug64.mp4	cont	gravity	24	subj.19	7	ver1	gravity_ver1_n_cont.mp4
268200	8	268200.edf	RIGHT	Binocular	video_file	118800.00	994.46	780	8200	0.2596	false	.	57	1	.	.	1	189	0	1060.10	561.80	1	290	498	0.0299	2	150.10	.	.	.	189	.	.	.	.	.	0.3582	24	15	0	5704	0	.	21	.	IA_solidity_ver2_obstacle	259	9	34713	1014.00	758.10	1262	34972	0.0448	3	198.50	-840.90	1750.90	670.30	33676	0.74	-104.74	34712	66	34699	910	1	1	1299.00	742.00	.	1	1	0	0	0	0	290	1130	9	233	1	266	997.20	576.50	1293	6946	0.0299	2	157.90	-251.90	1161.90	569.00	5643	290	0	139	.	631	2	5643	1067.90	664.90	1816	9205	0.0896	6	141.90	-686.70	1596.70	718.50	7242	240	RECTANGLE	[21, 0, 22, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 22, 0, 22, 21]	true	1247967	1	video_ip	true	1213184	Fixations	1000.00	Trial Relative	31582.00	67	2	Trial: 8	1212995	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	8	False	35000	solidity_ver2_n_contX.wav	(5, 5, 5, 255)	black	calibug64.mp4	cont	solidity	24	subj.19	8	ver2	solidity_ver2_n_cont.mp4
268200	8	268200.edf	RIGHT	Binocular	video_file	37934.73	939.76	785	15102	0.4782	false	.	139	12	.	[21]	3	5033	1	1620.20	648.70	1	139	5171	0.0149	1	20.20	374.10	1225.90	479.90	5033	7.06	-20.26	5032	11	4972	0.2537	17	1	14	141	10354	.	22	.	IA_solidity_ver2_apple	164	3	33444	1750.90	670.30	7792	33607	0.1642	11	149.10	135.90	1464.10	644.90	25273	0.40	-174.24	33443	63	33435	1600	1	0	1083.00	701.00	.	0	0	1	1	1	1	23012	1830	3	3776	2	17710	1727.60	675.50	7171	25035	0.0746	5	127.60	45.50	1554.50	681.00	17710	15102	0	.	.	371	2	21601	1717.90	659.50	7792	33607	0.1642	11	149.10	135.90	1464.10	644.90	25273	575	ELLIPSE	[21, 0, 22, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 22, 0, 22, 21]	true	1247967	1	video_ip	true	1213184	Fixations	1000.00	Trial Relative	31582.00	67	2	Trial: 8	1212995	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	8	False	35000	solidity_ver2_n_contX.wav	(5, 5, 5, 255)	black	calibug64.mp4	cont	solidity	24	subj.19	8	ver2	solidity_ver2_n_cont.mp4
268200	9	268200.edf	RIGHT	Binocular	video_file	237500.00	956.09	662	6597	0.2485	false	.	275	1	.	.	1	413	0	1028.90	629.00	1	641	1075	0.0253	2	395.90	.	.	.	413	.	.	.	.	.	0.2785	22	9	4	2708	1794	.	21	.	IA_gravity_ver2_gap	696	13	23261	1526.50	593.30	696	23956	0.0127	1	893.50	-950.90	1583.90	587.60	23261	0.93	-178.62	23260	64	23246	633	1	1	1237.00	818.00	.	1	1	0	0	0	0	1678	1583	13	366	1	710	1018.90	544.30	915	2384	0.0506	4	329.80	-439.00	1072.00	671.70	1313	1678	0	488	.	193	2	1313	962.80	515.40	122	7323	0.0127	1	150.50	-394.00	1027.00	662.80	7202	412	RECTANGLE	[21, 0, 21, 0, 21, 22, 0, 22, 21, 0, 21, 0, 21, 0, 21, 22, 0, 21, 22, 0, 21, 0, 21, 0, 21, 0, 22, 0, 21, 0, 21, 22]	true	1280217	1	video_ip	true	1250466	Fixations	1000.00	Trial Relative	26545.00	79	2	Trial: 9	1250053	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	9	False	30000	gravity_ver2_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	gravity	24	subj.19	9	ver2	gravity_ver2_n_test.mp4
268200	9	268200.edf	RIGHT	Binocular	video_file	30017.92	971.20	637	8484	0.3196	false	.	488	21	21	[21]	6	7406	1	1665.10	625.40	1	488	7893	0.0127	1	82.10	799.50	783.50	611.30	7406	15.37	-0.16	7405	20	7324	0.2532	20	1	14	222	5996	.	22	.	IA_gravity_ver2_apple	472	6	29692	1699.10	560.80	5585	30164	0.1772	14	47.50	56.50	1526.50	593.30	23976	1.12	-55.29	29691	78	29544	1583	1	1	1074.00	842.00	.	0	0	1	1	1	1	13403	1793	6	324	2	8839	1682.00	630.30	324	9162	0.0127	1	99.00	-277.10	1860.10	652.20	8839	8484	0	.	.	834	3	14027	1651.30	574.80	834	14860	0.0127	1	68.30	41.10	1541.90	596.80	14027	455	ELLIPSE	[21, 0, 21, 0, 21, 22, 0, 22, 21, 0, 21, 0, 21, 0, 21, 22, 0, 21, 22, 0, 21, 0, 21, 0, 21, 0, 22, 0, 21, 0, 21, 22]	true	1280217	1	video_ip	true	1250466	Fixations	1000.00	Trial Relative	26545.00	79	2	Trial: 9	1250053	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	9	False	30000	gravity_ver2_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	gravity	24	subj.19	9	ver2	gravity_ver2_n_test.mp4
268200	10	268200.edf	RIGHT	Binocular	video_file	81000.00	1041.41	820	7390	0.2446	false	.	330	1	.	.	1	406	0	1015.60	605.20	1	330	735	0.0111	1	195.60	.	.	.	406	.	.	.	.	.	0.2444	22	13	0	4263	0	.	21	.	IA_continuity_ver2_gap	448	9	27190	928.20	641.80	792	27637	0.0222	2	141.60	-93.80	913.80	1201.90	26822	2.52	106.25	27189	75	27166	820	1	1	1335.00	773.00	.	0	0	0	0	0	0	330	1090	9	293	2	2470	932.90	566.70	293	2762	0.0111	1	112.90	-442.90	1262.90	399.10	2470	330	0	390	.	204	3	3827	828.30	770.80	204	4030	0.0111	1	8.30	-300.90	1120.90	739.60	3827	520	RECTANGLE	[21, 0, 22, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 22, 0, 22, 0, 21, 0, 21, 0, 22]	true	1316266	1	video_ip	true	1282483	Fixations	1000.00	Trial Relative	30218.00	90	2	Trial: 10	1282077	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	10	False	34000	continuity_ver2_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	continuity	24	subj.19	10	ver2	continuity_ver2_n_test.mp4
268200	10	268200.edf	RIGHT	Binocular	video_file	26719.25	1006.71	770	9886	0.3272	false	.	390	3	.	[21]	3	965	1	1614.30	641.20	1	744	1726	0.0222	2	33.30	477.10	1103.90	662.50	965	8.62	1.68	964	2	902	0.2667	24	0	20	0	8593	.	22	.	IA_continuity_ver2_apple	295	4	33894	1676.70	689.30	295	34189	0.0111	1	95.70	213.10	1367.90	685.20	33894	5.50	-1.21	33893	89	33849	1581	1	0	1199.00	745.00	.	0	0	0	0	0	0	16946	1770	4	354	1	1373	1675.00	607.20	5174	19056	0.1333	12	84.60	77.40	1503.60	693.80	13588	9886	0	.	.	448	2	13588	1665.60	690.00	3673	23418	0.1000	9	91.50	73.80	1507.20	673.40	19376	590	ELLIPSE	[21, 0, 22, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 21, 0, 22, 0, 22, 0, 21, 0, 21, 0, 22]	true	1316266	1	video_ip	true	1282483	Fixations	1000.00	Trial Relative	30218.00	90	2	Trial: 10	1282077	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	10	False	34000	continuity_ver2_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	continuity	24	subj.19	10	ver2	continuity_ver2_n_test.mp4
268200	11	268200.edf	RIGHT	Binocular	video_file	118800.00	932.12	780	18074	0.5711	false	.	239	1	.	.	1	372	0	982.00	569.40	1	1773	2353	0.0610	5	72.00	.	.	.	372	.	.	.	.	.	0.5976	49	43	1	16563	197	.	21	.	IA_solidity_ver2_obstacle	516	6	34635	1036.10	579.90	5927	35150	0.2439	20	195.80	-296.80	1206.80	616.00	28860	2.12	-99.62	34634	81	34559	910	1	1	1112.00	766.00	.	1	1	0	0	0	0	1773	1130	6	222	1	632	1056.90	661.60	2914	9025	0.0732	6	203.50	-248.20	1158.20	630.10	5962	1773	0	187	.	433	1	1002	1074.40	695.00	3086	13181	0.0854	7	151.70	-493.80	1403.80	702.00	9966	240	RECTANGLE	[21, 0, 22, 0, 21, 0, 22, 0, 21, 0, 21, 0, 22, 21, 22, 0, 22, 0, 21]	true	1353266	1	video_ip	true	1318483	Fixations	1000.00	Trial Relative	31649.00	82	2	Trial: 11	1318111	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	11	False	35000	solidity_ver2_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	solidity	24	subj.19	11	ver2	solidity_ver2_n_test.mp4
268200	11	268200.edf	RIGHT	Binocular	video_file	37934.73	913.81	785	7495	0.2368	false	.	187	10	.	[21]	3	4929	1	1638.00	602.90	1	187	5115	0.0122	1	38.00	213.60	1386.40	433.50	4929	5.06	-34.47	4928	9	4869	0.1951	16	1	11	198	6005	.	22	.	IA_solidity_ver2_apple	247	5	28177	1669.90	716.40	247	28423	0.0122	1	69.90	32.30	1567.70	722.20	28177	1.84	2.11	28176	60	28154	1600	1	0	1042.00	809.00	.	0	0	1	1	1	1	23796	1830	5	246	2	9405	1654.40	713.60	246	9650	0.0122	1	54.40	55.10	1544.90	681.20	9405	7495	0	.	.	613	3	18071	1647.50	646.00	1300	19454	0.0366	3	47.50	450.80	1149.20	534.30	18071	575	ELLIPSE	[21, 0, 22, 0, 21, 0, 22, 0, 21, 0, 21, 0, 22, 21, 22, 0, 22, 0, 21]	true	1353266	1	video_ip	true	1318483	Fixations	1000.00	Trial Relative	31649.00	82	2	Trial: 11	1318111	2	[Knock.wav, Knock2.wav, Pheasant.wav, Pheasant2.wav, Squeak1.wav, Squeak2.wav, Squeak3.wav]	(512,384)	.	0	0	0	268200	11	False	35000	solidity_ver2_n_testX.wav	(5, 5, 5, 255)	black	calibug64.mp4	test	solidity	24	subj.19	11	ver2	solidity_ver2_n_test.mp4
